	label	sentence	pos	v_index
17	1	When the bid was launched last week,  Mr Franklin faced some criticism City commentators both counts.	verb	4
18	1	When the bid was launched last week,  Mr Franklin faced some criticism City commentators both counts.	verb	9
19	1	When the bid was launched last week,  Mr Franklin faced some criticism City commentators both counts.	verb	18
20	1	He regards the charges as unfounded.	verb	1
21	1	He regards the charges as unfounded.	verb	3
22	1	property,  he is blunt.	verb	4
23	1	‘ I do not regard property profits as earnings.	verb	4
24	1	We have made a bid of nearly £700m for a company a book value of £200m—  we 've acknowledged there is some extra worth there,  but I can not see the sort of value they are talking property.	verb	2
25	1	We have made a bid of nearly £700m for a company a book value of £200m—  we 've acknowledged there is some extra worth there,  but I can not see the sort of value they are talking property.	verb	25
26	1	We have made a bid of nearly £700m for a company a book value of £200m—  we 've acknowledged there is some extra worth there,  but I can not see the sort of value they are talking property.	verb	30
27	1	If they can prove it is there,  we might pay for it, ’	verb	6
28	1	‘ point the core business is very unfair, ’ he says.	verb	2
29	1	The Franklin philosophy was learnt the US leveraged buyout business the side of Sir James Goldsmith.	verb	13
30	1	Mr Franklin went there the end of the 1970s,  the collapse of Keyser Ullman,  the merchant bank where he was a director that was rescued by the Bank of England.	verb	6
31	1	Mr Franklin went there the end of the 1970s,  the collapse of Keyser Ullman,  the merchant bank where he was a director that was rescued by the Bank of England.	verb	12
32	1	He feels that Keyser 's problems were hastened by an unwise acquisition.	verb	1
33	1	Alongwith Sir James he found the US much more attractive,  taking over and breaking some fairly hefty US corporations.	verb	4
34	1	Alongwith Sir James he found the US much more attractive,  taking over and breaking some fairly hefty US corporations.	verb	9
35	1	Alongwith Sir James he found the US much more attractive,  taking over and breaking some fairly hefty US corporations.	verb	13
36	1	He rejects charges that he was partly responsible for the ‘ casino atmosphere ’ that gripped US corporate life the early 1980s.	verb	2
37	1	He rejects charges that he was partly responsible for the ‘ casino atmosphere ’ that gripped US corporate life the early 1980s.	verb	11
38	1	He rejects charges that he was partly responsible for the ‘ casino atmosphere ’ that gripped US corporate life the early 1980s.	verb	18
39	1	‘ We stirred it,  yes,  but we never lost any money for anybody and we never added the unemployment figures. ’	verb	2
40	1	‘ We stirred it,  yes,  but we never lost any money for anybody and we never added the unemployment figures. ’	verb	9
41	1	‘ We stirred it,  yes,  but we never lost any money for anybody and we never added the unemployment figures. ’	verb	17
42	1	What he has learned Goldsmith ( ‘ the only genius I have ever come across ’ ) is that the holding company is not the most important unit of corporate organisation.	verb	14
43	1	What he has learned Goldsmith ( ‘ the only genius I have ever come across ’ ) is that the holding company is not the most important unit of corporate organisation.	verb	15
44	1	It does not matter whetherornot DRG makes sellotape or Basildon Bond—  it 's of no consequence anybody if somebody else makes them. ’	verb	6
45	1	And there is always the ultimate unbundler 's defence—  that he will make money for his backers.	verb	8
46	1	And there is always the ultimate unbundler 's defence—  that he will make money for his backers.	verb	12
47	1	a takeover campaign that has already seen vitriolic language,  he responds the charge that he is mounting the bid to enrich himself and his friends by saying:  ‘ Nobody could take as a criticism—  is an investor group.	verb	7
48	1	a takeover campaign that has already seen vitriolic language,  he responds the charge that he is mounting the bid to enrich himself and his friends by saying:  ‘ Nobody could take as a criticism—  is an investor group.	verb	14
49	1	a takeover campaign that has already seen vitriolic language,  he responds the charge that he is mounting the bid to enrich himself and his friends by saying:  ‘ Nobody could take as a criticism—  is an investor group.	verb	32
50	1	Sir:  I was interested by your juxtaposition of ‘ Poll predicts 42-seat majority for Labour ’ ‘ Tories hold ’ ( 30 September ),  the latter referring,  ofcourse,  the Conservative victory in Wandsworth,  the significance of which appears to have been almost totally ignored by the media.	verb	10
51	1	Sir:  I was interested by your juxtaposition of ‘ Poll predicts 42-seat majority for Labour ’ ‘ Tories hold ’ ( 30 September ),  the latter referring,  ofcourse,  the Conservative victory in Wandsworth,  the significance of which appears to have been almost totally ignored by the media.	verb	19
52	1	Sir:  I was interested by your juxtaposition of ‘ Poll predicts 42-seat majority for Labour ’ ‘ Tories hold ’ ( 30 September ),  the latter referring,  ofcourse,  the Conservative victory in Wandsworth,  the significance of which appears to have been almost totally ignored by the media.	verb	40
53	1	Electors are always prepared to criticise the Government inanswerto pollsters ' questions,  but when the same individuals arrive at the polling booth they simply can not bring themselves to vote Labour power.	verb	3
54	1	Electors are always prepared to criticise the Government inanswerto pollsters ' questions,  but when the same individuals arrive at the polling booth they simply can not bring themselves to vote Labour power.	verb	26
55	1	Electors are always prepared to criticise the Government inanswerto pollsters ' questions,  but when the same individuals arrive at the polling booth they simply can not bring themselves to vote Labour power.	verb	32
56	1	Sir:  Despite a significant gap the Labour Party 's education and training proposals,  their objective to double the number of 16-18year-olds full-time education must be welcomed ( 28 September ).	verb	4
57	1	Sir:  Despite a significant gap the Labour Party 's education and training proposals,  their objective to double the number of 16-18year-olds full-time education must be welcomed ( 28 September ).	verb	27
58	1	England 's full-time on rate stands 28 percent accordingto the latest statistics available.	verb	3
59	1	England 's full-time on rate stands 28 percent accordingto the latest statistics available.	verb	5
60	1	To add the part-time education and training statistics figures does not improve our relative position.	verb	1
61	1	To add the part-time education and training statistics figures does not improve our relative position.	verb	16
62	1	Labour hopes to transform the situation by increasing the number of levels five for the brighter youngsters and providing grants for four-year training courses ( two years in a Further Education college followed by two an employer ) for the rest.	verb	1
63	1	Labour hopes to transform the situation by increasing the number of levels five for the brighter youngsters and providing grants for four-year training courses ( two years in a Further Education college followed by two an employer ) for the rest.	verb	5
64	1	Labour hopes to transform the situation by increasing the number of levels five for the brighter youngsters and providing grants for four-year training courses ( two years in a Further Education college followed by two an employer ) for the rest.	verb	11
65	1	Labour hopes to transform the situation by increasing the number of levels five for the brighter youngsters and providing grants for four-year training courses ( two years in a Further Education college followed by two an employer ) for the rest.	verb	16
66	1	Labour hopes to transform the situation by increasing the number of levels five for the brighter youngsters and providing grants for four-year training courses ( two years in a Further Education college followed by two an employer ) for the rest.	verb	24
67	1	Labour hopes to transform the situation by increasing the number of levels five for the brighter youngsters and providing grants for four-year training courses ( two years in a Further Education college followed by two an employer ) for the rest.	verb	30
68	1	Labour hopes to transform the situation by increasing the number of levels five for the brighter youngsters and providing grants for four-year training courses ( two years in a Further Education college followed by two an employer ) for the rest.	verb	33
69	1	reforms will only achieve their objective if accompanied by the implementation of the 1944 Education Act provision for compulsory part- or full-time education or training upto the age of 18.	verb	4
70	1	reforms will only achieve their objective if accompanied by the implementation of the 1944 Education Act provision for compulsory part- or full-time education or training upto the age of 18.	verb	8
71	1	The sharply reduced number of 16-18-year-olds will inevitably lead employers to bid the wages of age group to entice young people education and unskilled or semi- skilled jobs.	verb	8
72	1	The sharply reduced number of 16-18-year-olds will inevitably lead employers to bid the wages of age group to entice young people education and unskilled or semi- skilled jobs.	verb	18
73	1	The sharply reduced number of 16-18-year-olds will inevitably lead employers to bid the wages of age group to entice young people education and unskilled or semi- skilled jobs.	verb	27
74	1	Employers must be required to release 16-18-year-olds for education and training for atleast two days per week.	verb	5
75	1	Only then will two vitally important and complementary goals be achieved:  to improve Britain 's general educational and vocational competence,  and hence our productive capacity;  and to reduce our gross educational inequalities the elite who receive a narrow education a very high standard,  and the rest.	verb	1
76	1	Only then will two vitally important and complementary goals be achieved:  to improve Britain 's general educational and vocational competence,  and hence our productive capacity;  and to reduce our gross educational inequalities the elite who receive a narrow education a very high standard,  and the rest.	verb	8
77	1	Only then will two vitally important and complementary goals be achieved:  to improve Britain 's general educational and vocational competence,  and hence our productive capacity;  and to reduce our gross educational inequalities the elite who receive a narrow education a very high standard,  and the rest.	verb	23
78	1	Only then will two vitally important and complementary goals be achieved:  to improve Britain 's general educational and vocational competence,  and hence our productive capacity;  and to reduce our gross educational inequalities the elite who receive a narrow education a very high standard,  and the rest.	verb	27
79	1	Only then will two vitally important and complementary goals be achieved:  to improve Britain 's general educational and vocational competence,  and hence our productive capacity;  and to reduce our gross educational inequalities the elite who receive a narrow education a very high standard,  and the rest.	verb	38
80	1	Only then will two vitally important and complementary goals be achieved:  to improve Britain 's general educational and vocational competence,  and hence our productive capacity;  and to reduce our gross educational inequalities the elite who receive a narrow education a very high standard,  and the rest.	verb	43
81	1	Only then will two vitally important and complementary goals be achieved:  to improve Britain 's general educational and vocational competence,  and hence our productive capacity;  and to reduce our gross educational inequalities the elite who receive a narrow education a very high standard,  and the rest.	verb	44
82	1	Sir:  Labour does not need a commitment proportional representation inorder to scoop most of the centre ground the general election.	verb	4
83	1	Sir:  Labour does not need a commitment proportional representation inorder to scoop most of the centre ground the general election.	verb	16
84	1	Sir:  Labour does not need a commitment proportional representation inorder to scoop most of the centre ground the general election.	verb	17
85	1	All it needs is to promise a high-powered investigation,  suchas a Royal Commission,  the practicalities of an alternative voting system ( surely justified by the intense public interest now abounding ).	verb	2
86	1	All it needs is to promise a high-powered investigation,  suchas a Royal Commission,  the practicalities of an alternative voting system ( surely justified by the intense public interest now abounding ).	verb	20
87	1	Sir:  If Labour is to suggest the setting of a specialist labour court ( 30 September ),  then such a momentous change the industrial relations system deserves more discussion,  and needs to be taken the hot-house of Labour Party conference politics.	verb	7
88	1	Sir:  If Labour is to suggest the setting of a specialist labour court ( 30 September ),  then such a momentous change the industrial relations system deserves more discussion,  and needs to be taken the hot-house of Labour Party conference politics.	verb	27
89	1	Sir:  If Labour is to suggest the setting of a specialist labour court ( 30 September ),  then such a momentous change the industrial relations system deserves more discussion,  and needs to be taken the hot-house of Labour Party conference politics.	verb	28
90	1	Sir:  If Labour is to suggest the setting of a specialist labour court ( 30 September ),  then such a momentous change the industrial relations system deserves more discussion,  and needs to be taken the hot-house of Labour Party conference politics.	verb	32
91	1	Sir:  If Labour is to suggest the setting of a specialist labour court ( 30 September ),  then such a momentous change the industrial relations system deserves more discussion,  and needs to be taken the hot-house of Labour Party conference politics.	verb	35
92	1	For three reasons such a move should be welcomed.	verb	5
93	1	For three reasons such a move should be welcomed.	verb	8
94	1	First,  it would bring Britain intolinewith the best European practice,  notably in Germany where local,  regional and federal labour courts handle problems a fair,  dispassionate way based law,  precedent and judicial expertise the labour field.	verb	3
95	1	First,  it would bring Britain intolinewith the best European practice,  notably in Germany where local,  regional and federal labour courts handle problems a fair,  dispassionate way based law,  precedent and judicial expertise the labour field.	verb	20
96	1	First,  it would bring Britain intolinewith the best European practice,  notably in Germany where local,  regional and federal labour courts handle problems a fair,  dispassionate way based law,  precedent and judicial expertise the labour field.	verb	24
97	1	First,  it would bring Britain intolinewith the best European practice,  notably in Germany where local,  regional and federal labour courts handle problems a fair,  dispassionate way based law,  precedent and judicial expertise the labour field.	verb	26
98	1	First,  it would bring Britain intolinewith the best European practice,  notably in Germany where local,  regional and federal labour courts handle problems a fair,  dispassionate way based law,  precedent and judicial expertise the labour field.	verb	27
99	1	First,  it would bring Britain intolinewith the best European practice,  notably in Germany where local,  regional and federal labour courts handle problems a fair,  dispassionate way based law,  precedent and judicial expertise the labour field.	verb	37
100	1	Second,  it would ensure that workers enjoyed positive rights law and reduce the emphasis of union immunities.	verb	6
101	1	Second,  it would ensure that workers enjoyed positive rights law and reduce the emphasis of union immunities.	verb	8
102	1	Second,  it would ensure that workers enjoyed positive rights law and reduce the emphasis of union immunities.	verb	12
103	1	Second,  it would ensure that workers enjoyed positive rights law and reduce the emphasis of union immunities.	verb	14
104	1	Labour law will always reflect the balance of power society,  and a fully fledged labour court system will not remove class and fundamental employer-employee differences.	verb	6
105	1	Labour law will always reflect the balance of power society,  and a fully fledged labour court system will not remove class and fundamental employer-employee differences.	verb	8
106	1	Labour law will always reflect the balance of power society,  and a fully fledged labour court system will not remove class and fundamental employer-employee differences.	verb	13
107	1	Labour law will always reflect the balance of power society,  and a fully fledged labour court system will not remove class and fundamental employer-employee differences.	verb	17
108	1	Labour law will always reflect the balance of power society,  and a fully fledged labour court system will not remove class and fundamental employer-employee differences.	verb	20
109	1	But it should be possible to create and enforce enough common rules to prevent the absurd see-sawing of industrial relations legislation we have seen since 1969.	verb	23
110	1	Third,  a labour division of the High Court would contribute the process of constitutional reform in Britain which surely is to be a key political issue the 1990s.	verb	6
111	1	Third,  a labour division of the High Court would contribute the process of constitutional reform in Britain which surely is to be a key political issue the 1990s.	verb	14
112	1	The ‘ trade union question ’ would cease to haunt the Labour Party and while might upset some Conservatives it would be good for the country.	verb	9
113	1	The ‘ trade union question ’ would cease to haunt the Labour Party and while might upset some Conservatives it would be good for the country.	verb	17
114	1	Letter:  Independence of fixed	verb	3
115	1	Sir:  Saturday you published an advertisement for the 10 extra pages of news and features that you,  The Independent,  will carry 2 October.	verb	21
116	1	‘ What do independent experts say our 10 extra pages? ’ asks the advertisement.	verb	12
117	1	The supposedly jokey answers are illustrated by photographs of people sleeping outside covered by copies of The Independent:  they look of the of visitors come Crypt Centre for homeless people day.	verb	5
118	1	The supposedly jokey answers are illustrated by photographs of people sleeping outside covered by copies of The Independent:  they look of the of visitors come Crypt Centre for homeless people day.	verb	26
119	1	The supposedly jokey answers are illustrated by photographs of people sleeping outside covered by copies of The Independent:  they look of the of visitors come Crypt Centre for homeless people day.	verb	28
120	1	The supposedly jokey answers are illustrated by photographs of people sleeping outside covered by copies of The Independent:  they look of the of visitors come Crypt Centre for homeless people day.	verb	34
121	1	The supposedly jokey answers are illustrated by photographs of people sleeping outside covered by copies of The Independent:  they look of the of visitors come Crypt Centre for homeless people day.	verb	36
122	1	The supposedly jokey answers are illustrated by photographs of people sleeping outside covered by copies of The Independent:  they look of the of visitors come Crypt Centre for homeless people day.	verb	37
123	1	The supposedly jokey answers are illustrated by photographs of people sleeping outside covered by copies of The Independent:  they look of the of visitors come Crypt Centre for homeless people day.	verb	39
124	1	Given the already appalling and growing rate of homelessness and lack of hostel facilities in London,  when more people than ever will not only have to endure the freezing nights of the coming winter on the streets,  but perhaps permanent homelessness,  it was terrible to see the situation being exploited for a joke by your advertisement:  ‘ Just the thing now the evenings are drawing.	verb	47
125	1	Given the already appalling and growing rate of homelessness and lack of hostel facilities in London,  when more people than ever will not only have to endure the freezing nights of the coming winter on the streets,  but perhaps permanent homelessness,  it was terrible to see the situation being exploited for a joke by your advertisement:  ‘ Just the thing now the evenings are drawing.	verb	49
126	1	Given the already appalling and growing rate of homelessness and lack of hostel facilities in London,  when more people than ever will not only have to endure the freezing nights of the coming winter on the streets,  but perhaps permanent homelessness,  it was terrible to see the situation being exploited for a joke by your advertisement:  ‘ Just the thing now the evenings are drawing.	verb	59
127	1	Given the already appalling and growing rate of homelessness and lack of hostel facilities in London,  when more people than ever will not only have to endure the freezing nights of the coming winter on the streets,  but perhaps permanent homelessness,  it was terrible to see the situation being exploited for a joke by your advertisement:  ‘ Just the thing now the evenings are drawing.	verb	64
128	1	How much ‘ independence ’ do you suppose a person who exists the fixed- Giro of £34.90 a week?	verb	15
129	1	Sir:  The contents of Sarah Helm 's article ‘ Immigration checks to be made on trains ’ ( 25 September ) are extremely worrying.	verb	2
130	1	Sir:  The contents of Sarah Helm 's article ‘ Immigration checks to be made on trains ’ ( 25 September ) are extremely worrying.	verb	13
131	1	During the recent European Community elections the representatives of EC governments promoted the ideal of a border-free Europe 1992.	verb	11
132	1	Now,  it would appear article,  that ideal is shattered and a -tiered Europe is the cards.	verb	3
133	1	Now,  it would appear article,  that ideal is shattered and a -tiered Europe is the cards.	verb	19
134	1	The presence of immigration officials and police onboard trains is comparable the scenes of 1930s America where migrant labourers were turned back at state boundaries.	verb	13
135	1	is a clear example of the extension of the Prevention of Terrorism Act criteria for stopping,  questioning and searching are purely subjective the official involved.	verb	3
136	1	Sir:  The North-east publishers of Viz are nearer the truth than they realise their soccer strip ( 29 September ).	verb	7
137	1	Cardinal Hume has not only the cross of being a fervent Newcastle United supporter to bear;  he is also known irreverent members of Mayfair 's Jesuit Farm Street Church by his initials,  George Basil Hume.	verb	6
138	1	Cardinal Hume has not only the cross of being a fervent Newcastle United supporter to bear;  he is also known irreverent members of Mayfair 's Jesuit Farm Street Church by his initials,  George Basil Hume.	verb	15
139	1	Cardinal Hume has not only the cross of being a fervent Newcastle United supporter to bear;  he is also known irreverent members of Mayfair 's Jesuit Farm Street Church by his initials,  George Basil Hume.	verb	22
140	1	DOZENS more East German refugees arrived outside the West German embassy yesterday seeking asylum and passage to the West,  including some who missed only a few minutes a train that took morethan 800 of their compatriots to West Germany.	verb	22
141	1	DOZENS more East German refugees arrived outside the West German embassy yesterday seeking asylum and passage to the West,  including some who missed only a few minutes a train that took morethan 800 of their compatriots to West Germany.	verb	31
142	1	The one they missed pulled out from Warsaw 's East Station 2.50am yesterday carrying 809 cheering East Germans bound for the Rhine region of West Germany.	verb	3
143	1	The one they missed pulled out from Warsaw 's East Station 2.50am yesterday carrying 809 cheering East Germans bound for the Rhine region of West Germany.	verb	4
144	1	The one they missed pulled out from Warsaw 's East Station 2.50am yesterday carrying 809 cheering East Germans bound for the Rhine region of West Germany.	verb	14
145	1	The one they missed pulled out from Warsaw 's East Station 2.50am yesterday carrying 809 cheering East Germans bound for the Rhine region of West Germany.	verb	19
146	1	But I saw no other way:  I did n't know if I would ever a chance again. ’	verb	2
147	1	But I saw no other way:  I did n't know if I would ever a chance again. ’	verb	5
148	1	The East German government 's decision to let the refugees leave across their own country came as a surprise many,  including some West German diplomats.	verb	5
149	1	The East German government 's decision to let the refugees leave across their own country came as a surprise many,  including some West German diplomats.	verb	15
150	1	Some of the refugees originally refused to touch East German territory again,  but were reassured when two of the West German diplomats said they would accompany the train,  to ensure that the rules were followed.	verb	25
151	1	Some of the refugees originally refused to touch East German territory again,  but were reassured when two of the West German diplomats said they would accompany the train,  to ensure that the rules were followed.	verb	32
152	1	Some of the refugees originally refused to touch East German territory again,  but were reassured when two of the West German diplomats said they would accompany the train,  to ensure that the rules were followed.	verb	34
153	1	Legally,  the refugees have been expelled from East Germany,  meaning that under current rules they can not return.	verb	11
154	1	Legally,  the refugees have been expelled from East Germany,  meaning that under current rules they can not return.	verb	13
155	1	Accordingto unofficial reports,  the arrangement was designed by the West German Foreign Minister,  Hans Dietrich Genscher,  the new Polish foreign minister,  Krzystof Skubiszewski,  and the Soviet Foreign Minister,  Eduard Shevardnadze,  who met recently at the United Nations in New York.	verb	4
156	1	Accordingto unofficial reports,  the arrangement was designed by the West German Foreign Minister,  Hans Dietrich Genscher,  the new Polish foreign minister,  Krzystof Skubiszewski,  and the Soviet Foreign Minister,  Eduard Shevardnadze,  who met recently at the United Nations in New York.	verb	6
157	1	THE PEOPLE of Montenegro yesterday welcomed home the remains of Nicholas I,  their first and last king,  70 years ' exile in Italy,  belated fulfilment of his last will and testament.	verb	5
158	1	THE PEOPLE of Montenegro yesterday welcomed home the remains of Nicholas I,  their first and last king,  70 years ' exile in Italy,  belated fulfilment of his last will and testament.	verb	6
159	1	Thousands of Montenegrins,  many in national costume,  waited at the quayside in Bar for the Italian warship that would bring him home.	verb	19
160	1	What was surely the last ever Montenegrin ‘ royal event ’ was masterminded by the republic 's new Communist leadership,  which has abruptly stopped describing Nicholas as a class enemy,  to ride the same wave of popular patriotism and royal fervour which swept Serbia the recent celebrations of the 600th anniversary of the battle of Kosovo.	verb	24
161	1	What was surely the last ever Montenegrin ‘ royal event ’ was masterminded by the republic 's new Communist leadership,  which has abruptly stopped describing Nicholas as a class enemy,  to ride the same wave of popular patriotism and royal fervour which swept Serbia the recent celebrations of the 600th anniversary of the battle of Kosovo.	verb	31
162	1	What was surely the last ever Montenegrin ‘ royal event ’ was masterminded by the republic 's new Communist leadership,  which has abruptly stopped describing Nicholas as a class enemy,  to ride the same wave of popular patriotism and royal fervour which swept Serbia the recent celebrations of the 600th anniversary of the battle of Kosovo.	verb	34
163	1	What was surely the last ever Montenegrin ‘ royal event ’ was masterminded by the republic 's new Communist leadership,  which has abruptly stopped describing Nicholas as a class enemy,  to ride the same wave of popular patriotism and royal fervour which swept Serbia the recent celebrations of the 600th anniversary of the battle of Kosovo.	verb	42
164	1	The latest biography now calls him ‘ an outstanding statesman,  warrior and man of letters ’.	verb	4
165	1	‘ If I die abroad exile,  let my body rest in a temporary grave until my mortal remains be transferred to our dear homeland, ’ said the Montenegrin President,  Branko Kostic,  reading the royal will and testament the crowds in Cetinje Square,  who carried flags and portraits of Nicholas and his queen,  Milena.	verb	10
166	1	‘ If I die abroad exile,  let my body rest in a temporary grave until my mortal remains be transferred to our dear homeland, ’ said the Montenegrin President,  Branko Kostic,  reading the royal will and testament the crowds in Cetinje Square,  who carried flags and portraits of Nicholas and his queen,  Milena.	verb	35
167	1	‘ Today the people of Montenegro fulfill the wish of their first and last king guided by innate love and respect for their history, ’ he went.	verb	15
168	1	‘ Today the people of Montenegro fulfill the wish of their first and last king guided by innate love and respect for their history, ’ he went.	verb	26
169	1	‘ Our tourist organisations are counting big profits, ’ said Srdan Darmanovic,  a member of the Montenegrin Central Committee.	verb	5
170	1	‘ Our tourist organisations are counting big profits, ’ said Srdan Darmanovic,  a member of the Montenegrin Central Committee.	verb	7
171	1	‘ Our tourist organisations are counting big profits, ’ said Srdan Darmanovic,  a member of the Montenegrin Central Committee.	verb	14
172	1	Montenegro 's young and go-ahead leadership,  which came power year furious popular dissatisfaction the ‘ old men in grey suits ’,  sponsored the gathering of Nicholas 's surviving relatives—  the first ‘ royal reunion ’ organised by a Communist government.	verb	2
173	1	Montenegro 's young and go-ahead leadership,  which came power year furious popular dissatisfaction the ‘ old men in grey suits ’,  sponsored the gathering of Nicholas 's surviving relatives—  the first ‘ royal reunion ’ organised by a Communist government.	verb	7
174	1	Montenegro 's young and go-ahead leadership,  which came power year furious popular dissatisfaction the ‘ old men in grey suits ’,  sponsored the gathering of Nicholas 's surviving relatives—  the first ‘ royal reunion ’ organised by a Communist government.	verb	9
175	1	Montenegro 's young and go-ahead leadership,  which came power year furious popular dissatisfaction the ‘ old men in grey suits ’,  sponsored the gathering of Nicholas 's surviving relatives—  the first ‘ royal reunion ’ organised by a Communist government.	verb	13
176	1	Montenegro 's young and go-ahead leadership,  which came power year furious popular dissatisfaction the ‘ old men in grey suits ’,  sponsored the gathering of Nicholas 's surviving relatives—  the first ‘ royal reunion ’ organised by a Communist government.	verb	39
177	1	‘ A letter dropped the post from the President of the Socialist Republic of Montenegro,  inviting me to the funeral, ’ said John Kennedy,  a Conservative Party member who lives in Barking and is a distant relative of Nicholas.	verb	28
178	1	‘ A letter dropped the post from the President of the Socialist Republic of Montenegro,  inviting me to the funeral, ’ said John Kennedy,  a Conservative Party member who lives in Barking and is a distant relative of Nicholas.	verb	36
179	1	Montenegro 's sudden rehabilitation of Nicholas 's memory is a popular move.	verb	11
180	1	Marko Radoman,  103,  and a veteran of both Balkan wars,  was given a place at the front as one of the few personal memories of Nicholas 's reign.	verb	11
181	1	For a man whom Rebecca West,  a contemporary Balkan observer,  called ‘ repulsive ’ and ‘ treacherous ’ for deserting his Serbian son-in-law,  King Alexander,  the First World War,  it is a tinted view of history.	verb	33
182	1	For a man whom Rebecca West,  a contemporary Balkan observer,  called ‘ repulsive ’ and ‘ treacherous ’ for deserting his Serbian son-in-law,  King Alexander,  the First World War,  it is a tinted view of history.	verb	34
183	1	Nicholas was known ‘ the uncle of Europe ’ for his success marrying his beautiful but penniless daughters the grander royal houses of Russia,  Serbia and Italy.	verb	2
184	1	Nicholas was known ‘ the uncle of Europe ’ for his success marrying his beautiful but penniless daughters the grander royal houses of Russia,  Serbia and Italy.	verb	6
185	1	furthered his long-term ambition to rule a large ‘ south Slav ’ kingdom when the Ottoman Empire finally collapsed.	verb	6
186	1	One daughter,  a grand duchess of Russia,  even gained a footnote history by introducing an unknown monk,  Rasputin,  the Russian Tsarina Alexandra.	verb	10
187	1	He even persuaded 12 European powers to turn cottages full embassies.	verb	5
188	1	He even persuaded 12 European powers to turn cottages full embassies.	verb	7
189	1	It was a fair achievement in a town which an earlier observer described as ‘ 44 hovels ’.	verb	3
190	1	But Nicholas 's grand design collapsed 1918 when his Serbian son-in-law,  Alexander,  deposed him and incorporated Montenegro Yugoslavia.	verb	4
191	1	But Nicholas 's grand design collapsed 1918 when his Serbian son-in-law,  Alexander,  deposed him and incorporated Montenegro Yugoslavia.	verb	5
192	1	VIRGIL THOMSON was a composer and writer of originality,  courage and wit formed by a unique mixture of American and French influences.	verb	12
193	1	VIRGIL THOMSON was a composer and writer of originality,  courage and wit formed by a unique mixture of American and French influences.	verb	16
194	1	Thomson was born in Kansas City 1896,  studied at Harvard,  and then mostly lived in Paris 1940.	verb	8
195	1	His Missouri childhood gave him access Baptist hymns and church music,  but at Harvard he was introduced the writings of Gertrude Stein and the music of Erik Satie.	verb	3
196	1	His Missouri childhood gave him access Baptist hymns and church music,  but at Harvard he was introduced the writings of Gertrude Stein and the music of Erik Satie.	verb	5
197	1	His Missouri childhood gave him access Baptist hymns and church music,  but at Harvard he was introduced the writings of Gertrude Stein and the music of Erik Satie.	verb	17
198	1	influences laid the foundations for the blend of the naive and the sophisticated which is the hallmark of Thomson 's maturity.	verb	2
199	1	influences laid the foundations for the blend of the naive and the sophisticated which is the hallmark of Thomson 's maturity.	verb	4
200	1	influences laid the foundations for the blend of the naive and the sophisticated which is the hallmark of Thomson 's maturity.	verb	7
201	1	Like many young American composers he studied Nadia Boulanger,  but 1925 set to achieve the ‘ discipline of spontaneity ’ which he found Stein 's writings.	verb	6
202	1	Like many young American composers he studied Nadia Boulanger,  but 1925 set to achieve the ‘ discipline of spontaneity ’ which he found Stein 's writings.	verb	13
203	1	Like many young American composers he studied Nadia Boulanger,  but 1925 set to achieve the ‘ discipline of spontaneity ’ which he found Stein 's writings.	verb	25
204	1	When he collaborated directly with her opera the result was of historical significance.	verb	3
