	Unnamed: 0	label	sentence	pos	v_index
74	74	1	PUB ROCK / Pint-sized rock ‘ n ’ rollers:  Jim White selects the best of the London pub venues and gigs the weeks ahead	verb	8
75	75	1	Another rule of thumb is that if the act is obliged to rest their microphone stand and amplifiers on beer crates insteadof the stage,  it will be a good evening.	verb	10
76	76	1	WHO TO WATCH While the best that chart music can manage the way of band names is Black Box,  the pub circuit has always been ripe imaginative handles.	verb	22
77	77	1	WHO TO WATCH While the best that chart music can manage the way of band names is Black Box,  the pub circuit has always been ripe imaginative handles.	verb	29
78	78	1	PLAYING WEEK TONIGHT Bop Brothers Blues Band The plethora of litigation surrounding Blues Brothers lookalikes almost matches attached the release of Wired,  the unofficial biography of the original brother,  John Belushi.	verb	9
79	79	1	Well Loaded Much -about guitar rockers,  generally regarded as destined for the bigger stadia of life,  unless they self-destruct enroute.	verb	1
80	80	1	Well Loaded Much -about guitar rockers,  generally regarded as destined for the bigger stadia of life,  unless they self-destruct enroute.	verb	13
81	81	1	Well Loaded Much -about guitar rockers,  generally regarded as destined for the bigger stadia of life,  unless they self-destruct enroute.	verb	18
82	82	1	Primal Scream Not a name which would lead you to expect -absorbed acoustic doodlings.	verb	13
83	83	1	Which is just as well,  because long-haired rock is what you will get.	verb	6
84	84	1	FRIDAY Dr & The Medics Silly hippies in Roy Wood cast-off costumes do n't sound like the most appetising evening out,  and their brief foray the charts was a considerable embarrassment,  but the good Dr 's tongue is the right place ( in his cheek ) and a jolly time is guaranteed.	verb	18
85	85	1	FRIDAY Dr & The Medics Silly hippies in Roy Wood cast-off costumes do n't sound like the most appetising evening out,  and their brief foray the charts was a considerable embarrassment,  but the good Dr 's tongue is the right place ( in his cheek ) and a jolly time is guaranteed.	verb	24
86	86	1	MON 9 OCT Steve Marriott & Mickey Hutton among their way,  and who will never go anywhere,  the pub rock circuit plays host who were once really something.	verb	25
87	87	1	Small but perfectly formed for pub rocking ( ie sweaty and restricted view from all but the front three rows ).	verb	9
88	88	1	Not sure of the music policy,  but the name sounds the ingredients of a takeaway a less salubrious Chinese.	verb	19
89	89	1	Not sure of the music policy,  but the name sounds the ingredients of a takeaway a less salubrious Chinese.	verb	20
90	90	1	Dublin Castle 94 Parkway,  NW1 ( 485 1773 ) Beloved of Camden 's grunge rock enthusiasts,  a temple R'n'B,  complete with priceless memorabilia decorating the brown-painted ( or nicotine-stained ) walls.	verb	17
91	91	1	Half Moon Putney 93 Lower Richmond Rd,  SW15 ( 788 2387 ) Better known for its jazz,  but a good,  wholesome venue for rock nonetheless.	verb	20
92	92	1	King 's Head,  Fulham 4 Fulham High St,  SW6 ( 736 1413 ) L -shaped room,  part corridor,  part bar,  part dance-floor,  with the stage in one corner,  ensuring restricted view from virtually everywhere.	verb	13
93	93	1	Perhaps the best atmosphere,  uninhibited dancing and whelping.	verb	6
94	94	1	New Pegasus 109 Green Lanes,  N16 ( 226 5930 ) Pub which has gone several incarnations,  most recently known as Chas'n'Dave 's.	verb	16
95	95	1	The odd policy to put the stage in the middle of the room ratherthan at one end leads a diminishing of the atmosphere ( the corners are seldom filled ).	verb	20
96	96	1	The odd policy to put the stage in the middle of the room ratherthan at one end leads a diminishing of the atmosphere ( the corners are seldom filled ).	verb	23
97	97	1	The stains on the carpet have survived every name change.	verb	6
98	98	1	There are few things worse than being bludgeoned reading a book you hate.	verb	7
99	99	1	They win their parents over with a rose -tinted vision of the world which is decidedly reassuring.	verb	8
100	100	1	They win their parents over with a rose -tinted vision of the world which is decidedly reassuring.	verb	16
101	101	1	The Ahlbergs have been accused of not facing upto the harsh realities of life,  of being too cosy and sweet,  but their latest picture book,  Bye Bye Baby,  published today,  breaks the mould.	verb	32
102	102	1	Curious subject matter for a children 's picture book,  you might think,  and hardly guaranteed to win the approval of the gimlet -eyed children 's book world.	verb	21
103	103	1	Curious subject matter for a children 's picture book,  you might think,  and hardly guaranteed to win the approval of the gimlet -eyed children 's book world.	verb	22
104	104	1	‘ Certainly if you bring a literal interpretation the story,  it 's a minefield, ’ Allan Ahlberg says.	verb	14
105	105	1	The time-consuming nature of Janet 's part the process,  combined a bad back which prevents her spending more than a couple of hours at the drawing board every day,  means she can not keep up with her husband 's prolific output.	verb	2
106	106	1	Allan Ahlberg says:  ‘ the past,  a lot of children 's books seemed to be the work of talented illustrators whose pictures looked brilliant framed in a gallery,  but when you tried to read the book,  there was nothing there,  because the words started a coat-hanger to hang pictures. ’	verb	24
107	107	1	Allan Ahlberg says:  ‘ the past,  a lot of children 's books seemed to be the work of talented illustrators whose pictures looked brilliant framed in a gallery,  but when you tried to read the book,  there was nothing there,  because the words started a coat-hanger to hang pictures. ’	verb	47
108	108	1	The couple still maintain close links local schools,  where they spend hours researching,  sketching and absorbing jokes.	verb	16
109	109	1	It 's a killing job.	verb	3
110	110	1	But people seem to think that stories are written a prescription,  that you sit down and say,  you do n't want it to be sexist,  you do n't want it to be racist.	verb	11
111	111	1	Although they are a principled pair—  they once turned the Smarties Award moral grounds—  the Ahlbergs reject the notion of children 's author as moralist.	verb	15
112	112	1	The revolution the countryside needs:  Christian Wolmar says Britain is lagging behind setting ‘ telecottages ’	verb	10
113	113	1	clever name,  its neat evocation of new and old,  describes a concept which was developed in Sweden and is spreading rural areas across the world.	verb	21
114	114	1	Mr Dobbs,  who is chairman of Telecottages UK,  warns possible users not to get bogged the technology:  ‘ The equipment is a tool to overcome what needs to be done.	verb	14
115	115	1	Mr Dobbs 's more unlikely allies are the Women 's Institutes.	verb	5
116	116	1	He is working a scheme the National Federation of WI to organise a competition to celebrate next year 's 75th anniversary by offering 10 telecottages as prizes for its 9,000 branches and he is hoping the WI will establish a pilot telecottage near its college in Denman,  Oxfordshire.	verb	32
117	117	1	Henning Albrechsten reckons that it takes three years for a telecottage to be able to function subsidy.	verb	2
118	118	1	The village is a fantastic institution and they make people happier. ’	verb	4
119	119	1	But the villages are dying,  becoming suburbs or dormitories where few people work but many sleep.	verb	8
120	120	1	The abstract talk of commuting by rail or road being replaced by information technology finds a concrete expression the idea of telecottages.	verb	16
121	121	1	Britain,  its growing traffic problems,  seems an ideal place for the onset of revolution.	verb	15
122	122	1	Despite Mr Dobbs 's tireless efforts,  is another revolution which Britain is likely to be viewing the sidelines.	verb	4
123	123	1	EACH new indignity the heap visited Welsh rugby seems worse than the last.	verb	6
124	124	1	The selectors knew they were playing fire when they decided to arrange a couple of club fixtures and they have duly been consumed a conflagration of their own making.	verb	17
125	125	1	The selectors knew they were playing fire when they decided to arrange a couple of club fixtures and they have duly been consumed a conflagration of their own making.	verb	23
126	126	1	The selectors knew they were playing fire when they decided to arrange a couple of club fixtures and they have duly been consumed a conflagration of their own making.	verb	26
127	127	1	On and off the field the national game of the Land of Song is a discordant mess.	verb	16
128	128	1	Losing was one thing but to lose as spinelessly as the Welsh XV did Bridgend Saturday was to add insult severely injured pride.	verb	8
129	129	1	Four of the absentees suffered the squirming discomfort of being among the Welsh squad.	verb	6
130	130	1	His plans ruins,  he is now reduced,  Micawber like,  hoping something will turn before his players face the All Blacks five short weeks.	verb	8
131	131	1	But another selector confided the truth that Wales should be giving club opposition a hammering—  and half,  building their win Newbridge,  it looked asif they would.	verb	14
132	132	1	They had weathered Bridgend 's early fury,  conceding a try coming some confidence to score three of their own.	verb	6
133	133	1	They had weathered Bridgend 's early fury,  conceding a try coming some confidence to score three of their own.	verb	7
134	134	1	the comparative opulence of 17-6 they then slipped penury by conceding 18 unanswered points.	verb	10
135	135	1	Noone who was at the Brewery Field ( perhaps not even the selectors ) would give twopence for their ability to do so.	verb	16
136	136	1	Apartfrom Kevin Moseley 's steady supply the line-out,  there was nothing much to commend a Welsh forward effort which reverted the very worst Eighties stereotype of static,  cumbersome donkeys only too willing to slow the game walking pace.	verb	21
137	137	1	Apartfrom Kevin Moseley 's steady supply the line-out,  there was nothing much to commend a Welsh forward effort which reverted the very worst Eighties stereotype of static,  cumbersome donkeys only too willing to slow the game walking pace.	verb	31
138	138	1	‘ When the pressure comes,  players revert bad habits, ’ Ryan said.	verb	3
139	139	1	was conveniently encapsulated the first try.	verb	3
140	140	1	It was a magnificent fightback and such was Welsh distress that they never looked like preventing it.	verb	9
141	141	1	‘ We have taken a step backward, ’ Ryan said—  and sorry evidence it looks asif it will be backwards all the way when the Test takes place at Cardiff Arms Park 4 November.	verb	13
142	142	1	The only redeeming feature of a goalless,  worthless event at Stamford Bridge was that it did not require a grant.	verb	2
143	143	1	Bobby Robson was there to assess World Cup candidates,  but nothing positive emerged 90 minutes of scuffling that made one almost yearn for the more measured boredom of Rangers ' European Cup exit in Munich three days earlier.	verb	12
144	144	1	Television had postponed Manchester United 's scheduled visit to Anfield so it could be shown live 22 December,  the longest night.	verb	2
145	145	1	London 's leading pair,  asif piqued by,  turned 30 September the longest afternoon.	verb	5
146	146	1	Why,  though,  could supposed championship contenders not have tried to emulate the fine passing that had sprinkled the previous weekend 's Merseyside joust?	verb	17
147	147	1	Why,  though,  could supposed championship contenders not have tried to emulate the fine passing that had sprinkled the previous weekend 's Merseyside joust?	verb	23
148	148	1	They ought to have pocketed three points the first half but Tony Adams,  a more threatening centre-forward his forays than the current Alan Smith,  missed the target two headers and David Rocastle let Dave Beasant save a penalty,  much as the stretch keeper had done for Wimbledon the 1988 FA Cup final.	verb	4
149	149	1	They ought to have pocketed three points the first half but Tony Adams,  a more threatening centre-forward his forays than the current Alan Smith,  missed the target two headers and David Rocastle let Dave Beasant save a penalty,  much as the stretch keeper had done for Wimbledon the 1988 FA Cup final.	verb	20
150	150	1	If so,  it will be a gamble,  because he flopped his only previous international appearance in Saudi Arabia.	verb	9
151	151	1	Very kind,  but international players are supposed to be habitually influential,  and it was Hazard who the second half,  a few incisive passes,  gifts the heavens a day like,  left a greater mark.	verb	28
152	152	1	They have also aroused Protestant anger Dr Runcie,  the same time as he has become involved a row his attack the ‘ Pharisees ’ of British society.	verb	27
153	153	1	But their prepared homilies the Pope and the Archbishop addressed quite different problems.	verb	10
154	154	1	However,  the Pope 's account of the role of the papacy went agreatdeal farther than:  Christian unity,  he said,  must be founded the faith Christ that was handed by the Apostles;  what faith is must be determined by the Roman Catholic Church.	verb	30
155	155	1	He quoted the Second Vatican Council:  ‘ The task of giving an authentic interpretation of the Word of God…  has been entrusted the living teachting office of the Church alone.	verb	25
156	156	1	The specific role of bishops which is to be exercised communion the see of Peter ensuring the unity and continuity of the faith is vital if we are to hand the faith of Peter,  Gregory and Augustine.	verb	11
157	157	1	The Pope said:  ‘ Events recent years have seriously aggravated the differences us. ’	verb	10
158	158	1	She said she had received a ‘ friendly and brotherly ’ reply Dr Runcie.	verb	9
159	159	1	JOHN SMITH,  the shadow Chancellor,  yesterday set the overriding tone for week 's Labour Party conference a warning that he would impose tough spending controls if Labour won the election.	verb	3
160	160	1	His warning casts doubt Labour 's commitment to increase spending ‘ priority ’ programmes for the health service and pensions.	verb	2
161	161	1	We will tackle putting our economy order sothat we can achieve social ambition,  sothat the strong economy is used to finance and develop the fair society. ’	verb	2
162	162	1	will be the guiding light of the Labour government.	verb	5
163	163	1	But they will take account the need for balance that says that social spending underpinning by economic growth will not be sustained any event. ’	verb	17
164	164	1	David Blunkett,  another member of the national executive,  told a conference fringe rally organised by the soft Labour Coordinating Committee that Labour would have to find additional funds for its social programme by cutting £9.5bn defence spending over five years,  and raising the level of taxation the rich.	verb	11
165	165	1	Ron Todd,  the general secretary of the transport workers ' union,  said that today 's vote the multilaterist nuclear defence policy would not yield the ‘ massive and overwhelming ’ majority predicted by wingers,  and he warned that party leaders could not expect everybody to ‘ goose-step ’ the same direction once the policy had been carried.	verb	34
166	166	1	Ron Todd,  the general secretary of the transport workers ' union,  said that today 's vote the multilaterist nuclear defence policy would not yield the ‘ massive and overwhelming ’ majority predicted by wingers,  and he warned that party leaders could not expect everybody to ‘ goose-step ’ the same direction once the policy had been carried.	verb	47
167	167	1	The conference opened Labour buoyed by a series of weekend opinion polls giving leads of 5 12 points.	verb	5
168	168	1	An atmosphere poisoned by mistrust	verb	1
169	169	1	An atmosphere poisoned by mistrust	verb	2
170	170	1	The disposal of toxic wastes is one of the most intractable problems facing industrialised societies.	verb	10
171	171	1	Plus a backdrop of houses covering the valley walls on either side,  a reminder that wherever industrialised societies decide to deal their most intractable problems,  they are unlikely to find a place to do so which is not in somebody 's back yard.	verb	24
172	172	1	Britain grinds almost five million tonnes of hazardous waste each year,  of which about 63,000 tonnes are so difficult to store or treat that they are burnt high temperatures here in Gwent or at one of three other centres:  Ellesmere Port;  Fawley,  near Southampton;  and the unfortunately named Killamarsh,  near Sheffield.	verb	1
173	173	1	doing so,  they underlined a fact which is likely to attract more and more attention as tankers continue to shift toxins from town to town,  country to country:  the waste chain is long.	verb	31
174	174	1	At Pontypool,  the collision a precise,  scientific industry and a diffuse,  unscientific local suspicion is painfully apparent.	verb	11
175	175	1	‘ We are an aggressive company, ’ admitted David Wheeler,  operations director at plant and at Rechem 's other incinerator,  at Fawley.	verb	4
176	176	1	In hard hats and protective glasses,  we walked past the huge ‘ fume cupboard ’ where the most noxious barrels are opened,  and arrived at the vast,  closed mouth of the furnace itself.	verb	13
177	177	1	You could n't hope to convert them. ’	verb	5
178	178	1	Right here,  in gaping mouth,  lies the end of the chain.	verb	5
179	179	1	Noone could therefore call for the closure of incineration plants a stroke,  because noxious chemicals have to go somewhere.	verb	12
180	180	1	Stack emissions of PCBs were the American standard for breathing air-  1,000 times lower than the British equivalent.	verb	0
181	181	1	We walked past a tanker where a huge man named Andy Matthews was pumping vinyl acetate into a 10,000-gallon vat,  wreathed its sweet,  sickly smell:  ‘ I 've been here two years, ’ he said.	verb	20
182	182	1	We walked past a tanker where a huge man named Andy Matthews was pumping vinyl acetate into a 10,000-gallon vat,  wreathed its sweet,  sickly smell:  ‘ I 've been here two years, ’ he said.	verb	24
183	183	1	Driving away,  I noticed that the vast chimney was still not functioning,  but when I called at a neighbouring house a woman showed me videos she had taken of smoke coming from the plant,  settling in her garden.	verb	34
184	184	1	FADS for vitamin supplements have been overtaken by a vogue for minerals and trace elements.	verb	13
185	185	1	The Imperial Cancer Research Fund and the Cancer Research Campaign are conducting a joint study of the Bristol Cancer Help Centre,  which offers a holistic programme—  dietary advice and emotional counselling—  to complement medical treatment.	verb	9
186	186	1	The Imperial Cancer Research Fund and the Cancer Research Campaign are conducting a joint study of the Bristol Cancer Help Centre,  which offers a holistic programme—  dietary advice and emotional counselling—  to complement medical treatment.	verb	11
187	187	1	The TV western seemed to fade the sunset some time the mid-1970s,  victim of a narcissistic age that preferred to look at prosperous,  smart-alecky or violent images of itself ( Dallas,  Cheers,  Miami Vice ).	verb	17
188	188	1	The TV western seemed to fade the sunset some time the mid-1970s,  victim of a narcissistic age that preferred to look at prosperous,  smart-alecky or violent images of itself ( Dallas,  Cheers,  Miami Vice ).	verb	25
189	189	1	The TV western seemed to fade the sunset some time the mid-1970s,  victim of a narcissistic age that preferred to look at prosperous,  smart-alecky or violent images of itself ( Dallas,  Cheers,  Miami Vice ).	verb	27
190	190	1	The western is being revived,  reinterpreted for the 1990s.	verb	4
191	191	1	One of the most successful Hollywood TV producers,  David Jacobs,  the creator of Dallas,  believes the western also fell victim late 1960s iconoclasm.	verb	18
192	192	1	The legend could not be taken seriously anylonger what had been,  admittedly,  a threadbare form.	verb	14
193	193	1	the mid-80s they had all gone the way of the buffalo:  extinct savefor preservation in the national park of permanent re-runs.	verb	14
194	194	1	There are encouraging signs,  however,  that the TV western is struggling the saddle.	verb	14
195	195	1	It was the only new drama series US network TV to be allowed a second series year,  despite a relatively lowly 49th ranking the ratings.	verb	22
196	196	1	It won substantial critical acclaim and will show in Britain year.	verb	2
197	197	1	The effect is rather an extended advertisement for Lights.	verb	6
198	198	1	Modern audiences nolonger accept plastic bushes,  and the southern Californian suburban sprawl means the production companies have to take their horses and cows to locations far away in Arizona or Montana.	verb	11
199	199	1	The cost has gone the barn roof. ’	verb	6
200	200	1	The cost has gone the barn roof. ’	verb	7
201	201	1	Will the western ride again?	verb	3
202	202	1	‘ Westerns a gladiatorial,  timeless quality.	verb	4
203	203	1	It is premature,  then,  to say that the western has galloped centre screen.	verb	10
204	204	1	It is premature,  then,  to say that the western has galloped centre screen.	verb	13
205	205	1	But there is a puff of dust the horizon.	verb	4
206	206	1	But there is a puff of dust the horizon.	verb	9
207	207	1	You can sue the solicitor for what you would have collected,  had he done his job properly,  because the law reckons he owed you,  aswellas his client,  a duty of care.	verb	20
208	208	1	IT WAS unfair of Auden to suggest,  his ‘ Letter to Lord Byron ’,  that a poet 's ‘ sense of other people 's very hazy ’.	verb	26
209	209	1	But the vaporous presences that float slender and anaemic first novel by a notable poet would appear to support the claim.	verb	2
210	210	1	But the vaporous presences that float slender and anaemic first novel by a notable poet would appear to support the claim.	verb	5
211	211	1	But the vaporous presences that float slender and anaemic first novel by a notable poet would appear to support the claim.	verb	10
212	212	1	,of course,  is a popular subject:  it seems particularly attractive the poet-turned-novelist becauseof the scope it offers for the tremulously sensitive probing of feelings.	verb	20
213	213	1	What Andrew Motion presents us here is a static and humourless piece filled over imagery.	verb	3
214	214	1	His mother,  by contrast,  is the most vividly realised character the book:  nervy,  flirtatious and selfish,  already her third husband,  she thinks primarily of her appearance,  evenwhen visiting her dying daughter,  Francis 's twin.	verb	7
215	215	1	There is a refreshing simplicity and tenderness Motion 's account of the way Francis nurses her,  but she herself is too sketchily drawn for the episode to carry much weight.	verb	6
216	216	1	There is a refreshing simplicity and tenderness Motion 's account of the way Francis nurses her,  but she herself is too sketchily drawn for the episode to carry much weight.	verb	23
217	217	1	violent event,  described atlength hysterically colourful terms,  is the only piece of history to be woven convincingly the plot.	verb	17
218	218	1	his eagerness to depict the cloudy psychology of an adolescent,  Motion has forgotten to give the boy a personality.	verb	6
219	219	1	One moment an avenue of chestnut trees looks ‘ a child 's drawing of ghosts ’;  the it appears ‘ frightening but derelict,  extinguished chandeliers ’;  and finally the chestnuts ‘ prance him,  holding their gleaming branches hysterics. ’	verb	26
220	220	1	One moment an avenue of chestnut trees looks ‘ a child 's drawing of ghosts ’;  the it appears ‘ frightening but derelict,  extinguished chandeliers ’;  and finally the chestnuts ‘ prance him,  holding their gleaming branches hysterics. ’	verb	27
221	221	1	One moment an avenue of chestnut trees looks ‘ a child 's drawing of ghosts ’;  the it appears ‘ frightening but derelict,  extinguished chandeliers ’;  and finally the chestnuts ‘ prance him,  holding their gleaming branches hysterics. ’	verb	34
222	222	1	One moment an avenue of chestnut trees looks ‘ a child 's drawing of ghosts ’;  the it appears ‘ frightening but derelict,  extinguished chandeliers ’;  and finally the chestnuts ‘ prance him,  holding their gleaming branches hysterics. ’	verb	43
