	label	sentence	pos	v_index
16	1	Now,  it would appear from this article,  that this ideal is shattered and a -tiered Europe is on the cards.	verb	11
17	1	Now,  it would appear from this article,  that this ideal is shattered and a -tiered Europe is on the cards.	verb	14
18	1	This is a clear example of the extension of the Prevention of Terrorism Act where criteria for stopping,  questioning and searching are purely subjective to the official involved.	verb	7
19	1	This is a recipe for fear and anxiety.	verb	3
20	1	Montenegro 's sudden rehabilitation of Nicholas 's memory is a popular move.	verb	3
21	1	For a man whom Rebecca West,  a contemporary Balkan observer,  called ‘ repulsive ’ and ‘ treacherous ’ for deserting his Serbian son-in-law,  King Alexander,  in the First World War,  it is a tinted view of history.	verb	12
22	1	This furthered his long-term ambition to rule a large ‘ south Slav ’ kingdom when the Ottoman Empire finally collapsed.	verb	19
23	1	These influences laid the foundations for the blend of the naive and the sophisticated which is the hallmark of Thomson 's maturity.	verb	17
24	1	In Four Saints Thomson 's informality was given free reign since he first of all improvised the music at the piano then,  when it stuck,  wrote it down to a figured bass.	verb	30
25	1	He said:  ‘ I had wondered whether a piece so drenched in Anglican chant ( running from Gilbert and Sullivan to Morning Prayer and back ) could rise and sail. ’	verb	29
26	1	But the resulting mixture of hymns,  folksy tunes and recitatives—  at times of intoxicating banality—  was a sensation.	verb	13
27	1	Just as Thomson transferred Stein 's literary abstraction to music,  so these portraits unusually employ the painter 's technique of drawing the sitter from life:  an ideal combination of Thomson 's habit of immediate response with an actual subject.	verb	22
28	1	The results are terse and sharply etched,  like the best line drawings.	verb	3
29	1	The results are terse and sharply etched,  like the best line drawings.	verb	6
30	1	He started by writing occasional articles but in 1939 he wrote The State of Music,  a trenchant and provocative assessment of the machinery of the musical profession at the time.	verb	19
31	1	He started by writing occasional articles but in 1939 he wrote The State of Music,  a trenchant and provocative assessment of the machinery of the musical profession at the time.	verb	22
32	1	As both composer and critic he touched both sides of the coin:  A climate of receptivity is what the artist most desires.	verb	6
33	1	He fearlessly attacked convention,  which caused problems when he pitched into established reputations.	verb	9
34	1	It has become increasingly apparent that Thomson belonged to the American experimental tradition.	verb	7
35	1	There are Stein settings,  suchas ‘ Portrait of FB ’,  but also cycles suchas Five Songs from William Blake,  Prayers and Praises and a cantata based on poems by Edward Lear.	verb	6
36	1	There are Stein settings,  suchas ‘ Portrait of FB ’,  but also cycles suchas Five Songs from William Blake,  Prayers and Praises and a cantata based on poems by Edward Lear.	verb	12
37	1	From there,  like a buzzard in its eyrie,  he would make forays round the US and abroad inspiteof his advanced age.	verb	4
38	1	From there,  like a buzzard in its eyrie,  he would make forays round the US and abroad inspiteof his advanced age.	verb	7
39	1	From there,  like a buzzard in its eyrie,  he would make forays round the US and abroad inspiteof his advanced age.	verb	11
40	1	He seemed a genial and indestructible landmark in the history of American music,  inspiteof defective hearing which had bothered him since the late Seventies.	verb	5
41	1	He seemed a genial and indestructible landmark in the history of American music,  inspiteof defective hearing which had bothered him since the late Seventies.	verb	6
42	1	He did not loosen his links with the athletes when projected upwards into the Presidency.	verb	10
43	1	As a rich,  forceful young man,  Keller had been earmarked as a likely future president,  even before Mullegg was killed in an aircrash in 1958.	verb	9
44	1	Keller was made a Steward of Henley Royal Regatta in 1976,  a time when the proliferation of new -lane,  still-water courses around the world,  which had emerged under his guidance,  seemed a threat to the regatta founded in 1829.	verb	18
45	1	But it was the spirit of Henley,  with huge crowds enjoying amateur sport,  presented with administrative finesse,  which Keller took as the yardstick for the international circuit.	verb	22
46	1	But it was the spirit of Henley,  with huge crowds enjoying amateur sport,  presented with administrative finesse,  which Keller took as the yardstick for the international circuit.	verb	26
47	1	He loved the place and he returned every year to play an often small part as umpire of races between undistinguished clubs far below the Olympic standard he was obliged to administer.	verb	16
48	1	He loved the place and he returned every year to play an often small part as umpire of races between undistinguished clubs far below the Olympic standard he was obliged to administer.	verb	26
49	1	During his term as President of FISA he gradually reduced his role in Eduard Keller Ltd and used the company offices to provide a world headquarters for rowing.	verb	25
50	1	The sport is now obliged to find income from the more normal sources of television and sponsorship,  to replace his largely unacknowledged private patronage.	verb	4
51	1	The final task he set himself for his Presidency,  which was due to end next year,  was to weed outof the Regatta calendar all the rowing courses which could be made unfair by the wind.	verb	18
52	1	The Labour Party Conference:  Policy review throws a spanner in the Whitehall machinery	verb	8
53	1	AN INCOMING Labour government would turn large areas of Whitehall upsidedown—  but the party 's policy review barely considers the implications of its plans for restructuring government departments.	verb	10
54	1	The only department which explicitly escapes unscathed is the one which Conservatives would most like to abolish:  the Department of Energy.	verb	5
55	1	Nor does it contemplate the knock-on consequences for Labour ministers of attempting to implement their programme while rebuilding the governmental machine.	verb	3
56	1	Nor does it contemplate the knock-on consequences for Labour ministers of attempting to implement their programme while rebuilding the governmental machine.	verb	20
57	1	The ‘ medium term industrial strategy ’ which would form the centrepiece of Labour 's economic policy would,  accordingto the Productive and Competitive Economy review group,  be ‘ administered by a transformed Department of Trade and Industry ’.	verb	11
58	1	That approach would seek to knock out a keystone of Civil Service tradition.	verb	8
59	1	But while the DTI would override the Treasury,  a new ‘ powerful Department of Consumer Affairs ’ would antagonise the DTI.	verb	5
60	1	But while the DTI would override the Treasury,  a new ‘ powerful Department of Consumer Affairs ’ would antagonise the DTI.	verb	18
61	1	The concept of a minister having Cabinet rank—  and therefore implicitly not being a member of the Cabinet proper—  crops up again on environment.	verb	14
62	1	In some cases Labour 's quangos merge existing ones,  or replace well-established bodies.	verb	12
63	1	It would also be necessary ‘ to smash the decrepit,  effete constitution that allows a minority to capture power,  and then use it ruthlessly in the interests of the privileged few ’.	verb	7
64	1	It would also be necessary ‘ to smash the decrepit,  effete constitution that allows a minority to capture power,  and then use it ruthlessly in the interests of the privileged few ’.	verb	10
65	1	Mr Cook argued that 10 years of Thatcherism had been forced on most people,  who had never voted Conservative,  and that many of those who opposed PR in the Labour Party wanted to use the same undemocratic power ‘ to ram socialism down the throats of a majority who did n't vote for it ’.	verb	44
66	1	Labour would be acquiescing in a ‘ democratic outrage ’ if it continued arguing that,  because the Conservatives had got away with being undemocratic for so long,  it was now Labour 's turn.	verb	3
67	1	Mr Cook also countered the argument that PR would build in a pull towards the centre ground,  preventing Labour from implementing a radical programme.	verb	22
68	1	‘ I can not honestly see that a system which would require us to compromise the morning after the election is really so morally inferior to a system which has already obliged us to compromise our policies two years before polling day. ’	verb	31
69	1	Mr Livingstone said he was against pacts,  but 10 years of Thatcherism had demonstrated the dangers of giving power to elites.	verb	18
70	1	Mr Kinnock said it was wrong to propose a fundamental change in the voting system for a short-term tactical vote to get rid of the Thatcher Government.	verb	18
71	1	Mr Kinnock intends to reinforce his conviction that Labour is in a position to win in his keynote speech tomorrow.	verb	6
72	1	Party organisers want the conference to show that the party is united as never before,  leaving Mr Kinnock free for the first time to sell the policy package to voters without worrying about splits.	verb	33
73	1	PUB ROCK / Pint-sized rock ‘ n ’ rollers:  Jim White selects the best of the London pub venues and gigs in the weeks ahead	verb	3
74	1	PUB ROCK / Pint-sized rock ‘ n ’ rollers:  Jim White selects the best of the London pub venues and gigs in the weeks ahead	verb	8
75	1	Another rule of thumb is that if the act is obliged to rest their microphone stand and amplifiers on beer crates insteadof the stage,  it will be a good evening.	verb	10
76	1	WHO TO WATCH While the best that chart music can manage in the way of band names is Black Box,  the pub circuit has always been ripe with imaginative handles.	verb	22
77	1	WHO TO WATCH While the best that chart music can manage in the way of band names is Black Box,  the pub circuit has always been ripe with imaginative handles.	verb	29
78	1	PLAYING THIS WEEK TONIGHT Bop Brothers Blues Band The plethora of litigation surrounding Blues Brothers lookalikes almost matches that attached to the release of Wired,  the unofficial biography of the original brother,  John Belushi.	verb	9
79	1	Well Loaded Much -about guitar rockers,  generally regarded as destined for the bigger stadia of life,  unless they self-destruct enroute.	verb	1
80	1	Well Loaded Much -about guitar rockers,  generally regarded as destined for the bigger stadia of life,  unless they self-destruct enroute.	verb	13
81	1	Well Loaded Much -about guitar rockers,  generally regarded as destined for the bigger stadia of life,  unless they self-destruct enroute.	verb	18
82	1	Primal Scream Not a name which would lead you to expect -absorbed acoustic doodlings.	verb	13
83	1	Which is just as well,  because long-haired rock is what you will get.	verb	6
84	1	FRIDAY Dr & The Medics Silly hippies in Roy Wood cast-off costumes do n't sound like the most appetising evening out,  and their brief foray into the charts was a considerable embarrassment,  but the good Dr 's tongue is in the right place ( in his cheek ) and a jolly time is guaranteed.	verb	18
85	1	FRIDAY Dr & The Medics Silly hippies in Roy Wood cast-off costumes do n't sound like the most appetising evening out,  and their brief foray into the charts was a considerable embarrassment,  but the good Dr 's tongue is in the right place ( in his cheek ) and a jolly time is guaranteed.	verb	24
86	1	MON 9 OCT Steve Marriott & Mickey Hutton In among those on their way up,  and those who will never go anywhere,  the pub rock circuit plays host to those who were once really something.	verb	25
87	1	Small but perfectly formed for pub rocking ( ie sweaty and restricted view from all but the front three rows ).	verb	9
88	1	Not sure of the music policy,  but the name sounds like the ingredients of a takeaway from a less salubrious Chinese.	verb	19
89	1	Not sure of the music policy,  but the name sounds like the ingredients of a takeaway from a less salubrious Chinese.	verb	20
90	1	Dublin Castle 94 Parkway,  NW1 ( 485 1773 ) Beloved of Camden 's grunge rock enthusiasts,  a temple to R'n'B,  complete with priceless memorabilia decorating the brown-painted ( or nicotine-stained ) walls.	verb	17
91	1	Half Moon Putney 93 Lower Richmond Rd,  SW15 ( 788 2387 ) Better known for its jazz,  but a good,  wholesome venue for rock nonetheless.	verb	20
92	1	King 's Head,  Fulham 4 Fulham High St,  SW6 ( 736 1413 ) L -shaped room,  part corridor,  part bar,  part dance-floor,  with the stage in one corner,  ensuring restricted view from virtually everywhere.	verb	13
93	1	Perhaps the best atmosphere around,  with uninhibited dancing and whelping.	verb	6
94	1	New Pegasus 109 Green Lanes,  N16 ( 226 5930 ) Pub which has gone through several incarnations,  most recently known as Chas'n'Dave 's.	verb	16
95	1	The odd policy to put the stage in the middle of the room ratherthan at one end leads to a diminishing of the atmosphere ( the corners are seldom filled ).	verb	20
96	1	The odd policy to put the stage in the middle of the room ratherthan at one end leads to a diminishing of the atmosphere ( the corners are seldom filled ).	verb	23
97	1	The stains on the carpet have survived every name change.	verb	6
98	1	There are few things worse than being bludgeoned into reading a book you hate.	verb	7
99	1	They win their parents over with a rose -tinted vision of the world which is decidedly reassuring.	verb	8
100	1	They win their parents over with a rose -tinted vision of the world which is decidedly reassuring.	verb	16
101	1	The Ahlbergs have been accused of not facing upto the harsh realities of life,  of being too cosy and sweet,  but their latest picture book,  Bye Bye Baby,  published today,  breaks the mould.	verb	32
102	1	Curious subject matter for a children 's picture book,  you might think,  and hardly guaranteed to win the approval of the gimlet -eyed children 's book world.	verb	21
103	1	Curious subject matter for a children 's picture book,  you might think,  and hardly guaranteed to win the approval of the gimlet -eyed children 's book world.	verb	22
104	1	‘ Certainly if you bring a literal interpretation to the story,  it 's a minefield, ’ Allan Ahlberg says.	verb	14
105	1	The time-consuming nature of Janet 's part in the process,  combined with a bad back which prevents her spending more than a couple of hours at the drawing board every day,  means she can not keep up with her husband 's prolific output.	verb	2
106	1	Allan Ahlberg says:  ‘ In the past,  a lot of children 's books seemed to be the work of talented illustrators whose pictures looked brilliant framed in a gallery,  but when you tried to read the book,  there was nothing there,  because the words started as a coat-hanger to hang pictures on. ’	verb	24
107	1	Allan Ahlberg says:  ‘ In the past,  a lot of children 's books seemed to be the work of talented illustrators whose pictures looked brilliant framed in a gallery,  but when you tried to read the book,  there was nothing there,  because the words started as a coat-hanger to hang pictures on. ’	verb	47
108	1	The couple still maintain close links with local schools,  where they spend hours researching,  sketching and absorbing jokes.	verb	16
109	1	It 's a killing job.	verb	3
110	1	But people seem to think that stories are written to a prescription,  that you sit down and say,  you do n't want it to be sexist,  you do n't want it to be racist.	verb	11
111	1	Although they are a principled pair—  they once turned down the Smarties Award on moral grounds—  the Ahlbergs reject the notion of children 's author as moralist.	verb	15
112	1	The revolution the countryside needs:  Christian Wolmar says Britain is lagging behind in setting up ‘ telecottages ’	verb	10
113	1	This clever name,  with its neat evocation of new and old,  describes a concept which was developed in Sweden and is spreading to rural areas across the world.	verb	21
114	1	Mr Dobbs,  who is chairman of Telecottages UK,  warns possible users not to get bogged down with the technology:  ‘ The equipment is a tool to overcome what needs to be done.	verb	14
115	1	Mr Dobbs 's more unlikely allies are the Women 's Institutes.	verb	5
116	1	He is working on a scheme with the National Federation of WI to organise a competition to celebrate next year 's 75th anniversary by offering 10 telecottages as prizes for its 9,000 branches and he is hoping the WI will establish a pilot telecottage near its college in Denman,  Oxfordshire.	verb	32
117	1	Henning Albrechsten reckons that it takes three years for a telecottage to be able to function without subsidy.	verb	2
118	1	The village is a fantastic institution and they make people happier. ’	verb	4
119	1	But the villages are dying,  becoming suburbs or dormitories where few people work but many sleep.	verb	8
120	1	The abstract talk of commuting by rail or road being replaced by information technology finds a concrete expression in the idea of telecottages.	verb	16
121	1	Britain,  with its growing traffic problems,  seems an ideal place for the onset of this revolution.	verb	15
122	1	Despite Mr Dobbs 's tireless efforts,  this is another revolution which Britain is likely to be viewing from the sidelines.	verb	4
123	1	EACH new indignity in the heap visited on Welsh rugby seems worse than the last.	verb	6
124	1	The selectors knew they were playing with fire when they decided to arrange a couple of club fixtures and they have duly been consumed in a conflagration of their own making.	verb	17
125	1	The selectors knew they were playing with fire when they decided to arrange a couple of club fixtures and they have duly been consumed in a conflagration of their own making.	verb	23
126	1	The selectors knew they were playing with fire when they decided to arrange a couple of club fixtures and they have duly been consumed in a conflagration of their own making.	verb	26
127	1	On and off the field the national game of the Land of Song is in a discordant mess.	verb	16
128	1	Losing was one thing but to lose as spinelessly as the Welsh XV did to Bridgend on Saturday was to add insult to severely injured pride.	verb	8
129	1	Four of the absentees suffered the squirming discomfort of being among the Welsh squad.	verb	6
130	1	His plans in ruins,  he is now reduced,  Micawber like,  to hoping something will turn up before his players face the All Blacks in five short weeks.	verb	8
131	1	But another selector confided the truth that Wales should be giving club opposition a hammering—  and at half,  building on their win over Newbridge,  it looked asif they would.	verb	14
132	1	They had weathered Bridgend 's early fury,  conceding a try before coming back with some confidence to score three of their own.	verb	6
133	1	They had weathered Bridgend 's early fury,  conceding a try before coming back with some confidence to score three of their own.	verb	7
134	1	From the comparative opulence of 17-6 they then slipped into penury by conceding 18 unanswered points.	verb	10
135	1	Noone who was at the Brewery Field ( perhaps not even the selectors ) would give twopence for their ability to do so.	verb	16
136	1	Apartfrom Kevin Moseley 's steady supply from the line-out,  there was nothing much to commend in a Welsh forward effort which reverted to the very worst Eighties stereotype of static,  cumbersome donkeys only too willing to slow the game to walking pace.	verb	21
137	1	Apartfrom Kevin Moseley 's steady supply from the line-out,  there was nothing much to commend in a Welsh forward effort which reverted to the very worst Eighties stereotype of static,  cumbersome donkeys only too willing to slow the game to walking pace.	verb	31
138	1	‘ When the pressure comes on,  players revert to bad habits, ’ Ryan said.	verb	3
139	1	This was conveniently encapsulated in the first try.	verb	3
140	1	It was a magnificent fightback and such was Welsh distress that they never looked like preventing it.	verb	9
141	1	‘ We have taken a step backward, ’ Ryan said—  and on this sorry evidence it looks asif it will be backwards all the way when the Test takes place at Cardiff Arms Park on 4 November.	verb	13
142	1	The only redeeming feature of a goalless,  worthless event at Stamford Bridge was that it did not require a grant.	verb	2
143	1	Bobby Robson was there to assess World Cup candidates,  but nothing positive emerged from 90 minutes of scuffling that made one almost yearn for the more measured boredom of Rangers ' European Cup exit in Munich three days earlier.	verb	12
144	1	Television had postponed Manchester United 's scheduled visit to Anfield so it could be shown live on 22 December,  the longest night.	verb	2
145	1	London 's leading pair,  asif piqued by this,  turned 30 September into the longest afternoon.	verb	5
146	1	Why,  though,  could these supposed championship contenders not have tried to emulate the fine passing that had sprinkled the previous weekend 's Merseyside joust?	verb	17
147	1	Why,  though,  could these supposed championship contenders not have tried to emulate the fine passing that had sprinkled the previous weekend 's Merseyside joust?	verb	23
148	1	They ought to have pocketed three points in the first half but Tony Adams,  a more threatening centre-forward on his forays than the current Alan Smith,  missed the target with two headers and David Rocastle let Dave Beasant save a penalty,  much as the stretch keeper had done for Wimbledon in the 1988 FA Cup final.	verb	4
149	1	They ought to have pocketed three points in the first half but Tony Adams,  a more threatening centre-forward on his forays than the current Alan Smith,  missed the target with two headers and David Rocastle let Dave Beasant save a penalty,  much as the stretch keeper had done for Wimbledon in the 1988 FA Cup final.	verb	20
150	1	If so,  it will be a gamble,  because he flopped on his only previous international appearance in Saudi Arabia.	verb	9
151	1	Very kind,  but international players are supposed to be habitually influential,  and it was Hazard who in the second half,  with a few incisive passes,  gifts from the heavens on a day like this,  left a greater mark.	verb	28
152	1	They have also aroused Protestant anger against Dr Runcie,  at the same time as he has become involved in a row over his attack on the ‘ Pharisees ’ of British society.	verb	27
153	1	But in their prepared homilies the Pope and the Archbishop addressed quite different problems.	verb	10
154	1	However,  the Pope 's account of the role of the papacy went agreatdeal farther than that:  Christian unity,  he said,  must be founded on the faith in Christ that was handed on by the Apostles;  what this faith is must be determined by the Roman Catholic Church.	verb	30
155	1	He quoted the Second Vatican Council:  ‘ The task of giving an authentic interpretation of the Word of God…  has been entrusted to the living teachting office of the Church alone.	verb	25
156	1	The specific role of bishops which is to be exercised in communion with the see of Peter in ensuring the unity and continuity of the faith is vital if we are to hand on the faith of Peter,  Gregory and Augustine.	verb	11
157	1	The Pope said:  ‘ Events in recent years have seriously aggravated the differences between us. ’	verb	10
158	1	She said she had received a ‘ friendly and brotherly ’ reply from Dr Runcie.	verb	9
159	1	JOHN SMITH,  the shadow Chancellor,  yesterday set the overriding tone for this week 's Labour Party conference with a warning that he would impose tough spending controls if Labour won the next election.	verb	3
160	1	His warning casts doubt on Labour 's commitment to increase spending on ‘ priority ’ programmes for the health service and pensions.	verb	2
161	1	We will tackle putting our economy in order sothat we can achieve that social ambition,  sothat the strong economy is used to finance and develop the fair society. ’	verb	2
162	1	That will be the guiding light of the next Labour government.	verb	5
163	1	But they will take into account the need for that balance that says that social spending without underpinning by economic growth will not be sustained in any event. ’	verb	17
164	1	David Blunkett,  another member of the national executive,  told a conference fringe rally organised by the soft Labour Coordinating Committee that Labour would have to find additional funds for its social programme by cutting £9.5bn from defence spending over five years,  and raising the level of taxation on the rich.	verb	11
165	1	Ron Todd,  the general secretary of the transport workers ' union,  said that today 's vote on the multilaterist nuclear defence policy would not yield the ‘ massive and overwhelming ’ majority predicted by wingers,  and he warned that party leaders could not expect everybody to ‘ goose-step ’ in the same direction once the policy had been carried.	verb	34
166	1	Ron Todd,  the general secretary of the transport workers ' union,  said that today 's vote on the multilaterist nuclear defence policy would not yield the ‘ massive and overwhelming ’ majority predicted by wingers,  and he warned that party leaders could not expect everybody to ‘ goose-step ’ in the same direction once the policy had been carried.	verb	47
167	1	The conference opened with Labour buoyed by a series of weekend opinion polls giving leads of from 5 to 12 points.	verb	5
168	1	An atmosphere poisoned by mistrust	verb	1
169	1	An atmosphere poisoned by mistrust	verb	2
170	1	The disposal of toxic wastes is one of the most intractable problems facing industrialised societies.	verb	10
171	1	Plus a backdrop of houses covering the valley walls on either side,  a reminder that wherever industrialised societies decide to deal with their most intractable problems,  they are unlikely to find a place to do so which is not in somebody 's back yard.	verb	24
172	1	Britain grinds out almost five million tonnes of hazardous waste each year,  of which about 63,000 tonnes are so difficult to store or treat that they are burnt at high temperatures here in Gwent or at one of three other centres:  Ellesmere Port;  Fawley,  near Southampton;  and the unfortunately named Killamarsh,  near Sheffield.	verb	1
173	1	In doing so,  they underlined a fact which is likely to attract more and more attention as tankers continue to shift toxins from town to town,  country to country:  the waste chain is long.	verb	31
174	1	At Pontypool,  the collision between a precise,  scientific industry and a diffuse,  unscientific local suspicion is painfully apparent.	verb	11
175	1	‘ We are an aggressive company, ’ admitted David Wheeler,  operations director at this plant and at Rechem 's other incinerator,  at Fawley.	verb	4
176	1	In hard hats and protective glasses,  we walked past the huge ‘ fume cupboard ’ where the most noxious barrels are opened,  and arrived at the vast,  closed mouth of the furnace itself.	verb	13
177	1	You could n't hope to convert them. ’	verb	5
178	1	Right here,  in this gaping mouth,  lies the end of the chain.	verb	5
179	1	Noone could therefore call for the closure of incineration plants at a stroke,  because noxious chemicals have to go somewhere.	verb	12
180	1	Stack emissions of PCBs were below the American standard for breathing air-  1,000 times lower than the British equivalent.	verb	0
181	1	We walked past a tanker where a huge man named Andy Matthews was pumping vinyl acetate into a 10,000-gallon vat,  wreathed in its sweet,  sickly smell:  ‘ I 've been here two years, ’ he said.	verb	20
182	1	We walked past a tanker where a huge man named Andy Matthews was pumping vinyl acetate into a 10,000-gallon vat,  wreathed in its sweet,  sickly smell:  ‘ I 've been here two years, ’ he said.	verb	24
183	1	Driving away,  I noticed that the vast chimney was still not functioning,  but when I called at a neighbouring house a woman showed me videos she had taken of smoke coming from the plant,  settling in her garden.	verb	34
184	1	FADS for vitamin supplements have been overtaken by a vogue for minerals and trace elements.	verb	13
185	1	The Imperial Cancer Research Fund and the Cancer Research Campaign are conducting a joint study of the Bristol Cancer Help Centre,  which offers a holistic programme—  dietary advice and emotional counselling—  to complement medical treatment.	verb	9
186	1	The Imperial Cancer Research Fund and the Cancer Research Campaign are conducting a joint study of the Bristol Cancer Help Centre,  which offers a holistic programme—  dietary advice and emotional counselling—  to complement medical treatment.	verb	11
187	1	The TV western seemed to fade into the sunset some time in the mid-1970s,  victim of a narcissistic age that preferred to look at prosperous,  smart-alecky or violent images of itself ( Dallas,  Cheers,  Miami Vice ).	verb	17
188	1	The TV western seemed to fade into the sunset some time in the mid-1970s,  victim of a narcissistic age that preferred to look at prosperous,  smart-alecky or violent images of itself ( Dallas,  Cheers,  Miami Vice ).	verb	25
189	1	The TV western seemed to fade into the sunset some time in the mid-1970s,  victim of a narcissistic age that preferred to look at prosperous,  smart-alecky or violent images of itself ( Dallas,  Cheers,  Miami Vice ).	verb	27
190	1	The western is being revived,  reinterpreted for the 1990s.	verb	4
191	1	One of the most successful Hollywood TV producers,  David Jacobs,  the creator of Dallas,  believes the western also fell victim to late 1960s iconoclasm.	verb	18
192	1	The legend could not be taken seriously anylonger in what had been,  admittedly,  a threadbare form.	verb	14
193	1	By the mid-80s they had all gone the way of the buffalo:  extinct savefor preservation in the national park of permanent re-runs.	verb	14
194	1	There are encouraging signs,  however,  that the TV western is struggling back into the saddle.	verb	14
195	1	It was the only new drama series in US network TV to be allowed a second series this year,  despite a relatively lowly 49th ranking in the ratings.	verb	22
196	1	It won substantial critical acclaim and will show in Britain next year.	verb	2
197	1	The effect is rather like an extended advertisement for Marlboro Lights.	verb	6
198	1	Modern audiences nolonger accept plastic bushes,  and the southern Californian suburban sprawl means the production companies have to take their horses and cows to locations far away in Arizona or Montana.	verb	11
199	1	The cost has gone through the barn roof. ’	verb	6
200	1	The cost has gone through the barn roof. ’	verb	7
201	1	Will the western ride again?	verb	3
202	1	‘ Westerns have a gladiatorial,  timeless quality.	verb	4
203	1	It is premature,  then,  to say that the western has galloped back to centre screen.	verb	10
204	1	It is premature,  then,  to say that the western has galloped back to centre screen.	verb	13
205	1	But there is a puff of dust on the horizon.	verb	4
206	1	But there is a puff of dust on the horizon.	verb	9
207	1	You can sue the solicitor for what you would have collected,  had he done his job properly,  because the law reckons he owed you,  aswellas his client,  a duty of care.	verb	20
208	1	IT WAS unfair of Auden to suggest,  in his ‘ Letter to Lord Byron ’,  that a poet 's ‘ sense of other people 's very hazy ’.	verb	26
209	1	But the vaporous presences that float through this slender and anaemic first novel by a notable poet would appear to support the claim.	verb	2
210	1	But the vaporous presences that float through this slender and anaemic first novel by a notable poet would appear to support the claim.	verb	5
211	1	But the vaporous presences that float through this slender and anaemic first novel by a notable poet would appear to support the claim.	verb	10
212	1	This,  ofcourse,  is a popular subject:  it seems particularly attractive to the poet-turned-novelist becauseof the scope it offers for the tremulously sensitive probing of feelings.	verb	20
213	1	What Andrew Motion presents us with here is a static and humourless piece filled with over imagery.	verb	3
214	1	His mother,  by contrast,  is the most vividly realised character in the book:  nervy,  flirtatious and selfish,  already on her third husband,  she thinks primarily of her appearance,  evenwhen visiting her dying daughter,  Francis 's twin.	verb	7
215	1	There is a refreshing simplicity and tenderness in Motion 's account of the way Francis nurses her,  but she herself is too sketchily drawn for the episode to carry much weight.	verb	6
216	1	There is a refreshing simplicity and tenderness in Motion 's account of the way Francis nurses her,  but she herself is too sketchily drawn for the episode to carry much weight.	verb	23
217	1	This violent event,  described atlength in hysterically colourful terms,  is the only piece of history to be woven convincingly into the plot.	verb	17
218	1	In his eagerness to depict the cloudy psychology of an adolescent,  Motion has forgotten to give the boy a personality.	verb	6
219	1	One moment an avenue of chestnut trees looks ‘ like a child 's drawing of ghosts ’;  the next it appears ‘ frightening but derelict,  like extinguished chandeliers ’;  and finally the chestnuts ‘ prance at him,  holding up their gleaming branches like hysterics. ’	verb	26
220	1	One moment an avenue of chestnut trees looks ‘ like a child 's drawing of ghosts ’;  the next it appears ‘ frightening but derelict,  like extinguished chandeliers ’;  and finally the chestnuts ‘ prance at him,  holding up their gleaming branches like hysterics. ’	verb	27
221	1	One moment an avenue of chestnut trees looks ‘ like a child 's drawing of ghosts ’;  the next it appears ‘ frightening but derelict,  like extinguished chandeliers ’;  and finally the chestnuts ‘ prance at him,  holding up their gleaming branches like hysterics. ’	verb	34
222	1	One moment an avenue of chestnut trees looks ‘ like a child 's drawing of ghosts ’;  the next it appears ‘ frightening but derelict,  like extinguished chandeliers ’;  and finally the chestnuts ‘ prance at him,  holding up their gleaming branches like hysterics. ’	verb	43
223	1	Motoring:  A lead-free lover 's guide to used cars:  Drivers with a tight budget and an environmental conscience can buy second-hand without losing principles,  says James Ruppert	verb	3
